SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Oct 18 14:43:25 CDT 2011
User: Helimak
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G37154
Integration Time (usec): 200000 (USB2G37154)
Spectra Averaged: 1 (USB2G37154)
Boxcar Smoothing: 0 (USB2G37154)
Correct for Electrical Dark: No (USB2G37154)
Strobe/Lamp Enabled: No (USB2G37154)
Correct for Detector Non-linearity: No (USB2G37154)
Correct for Stray Light: No (USB2G37154)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
876.00	210.16
877.00	210.06
878.00	207.89
879.00	199.90
880.00	203.87
881.00	207.63
882.00	204.82
883.00	202.90
884.00	205.00
885.00	204.96
886.00	204.59
887.00	206.22
888.00	207.39
889.00	201.86
890.00	203.49
891.00	207.43
892.00	206.37
893.00	204.44
894.00	205.18
895.00	210.73
896.00	205.13
897.00	204.19
898.00	206.25
899.00	204.98
900.00	204.12
901.00	206.49
902.00	208.92
903.00	208.26
904.00	202.31
905.00	203.10
906.00	207.33
907.00	205.70
908.00	204.15
909.00	212.77
910.00	208.35
911.00	209.13
912.00	240.75
913.00	442.65
914.00	343.11
915.00	285.11
916.00	248.23
917.00	227.92
918.00	205.67
919.00	203.89
920.00	206.95
921.00	207.01
922.00	210.77
923.00	239.97
924.00	239.79
925.00	225.64
926.00	214.00
927.00	211.88
928.00	204.33
929.00	205.10
930.00	203.90
931.00	201.48
932.00	204.61
933.00	205.90
934.00	204.72
935.00	200.78
936.00	200.20
937.00	204.80
938.00	205.84
939.00	202.99
940.00	205.02
941.00	209.81
942.00	207.06
943.00	205.81
944.00	203.94
945.00	209.64
946.00	205.41
947.00	202.08
948.00	202.72
949.00	203.61
950.00	204.45
951.00	201.61
952.00	202.97
953.00	203.64
954.00	199.84
955.00	204.40
956.00	204.53
957.00	206.41
958.00	206.65
959.00	202.00
960.00	201.49
961.00	207.11
962.00	206.38
963.00	205.99
964.00	209.02
965.00	202.48
966.00	205.34
967.00	215.19
968.00	211.03
969.00	210.88
970.00	209.56
971.00	203.98
972.00	203.73
973.00	206.41
974.00	203.12
975.00	203.02
976.00	202.54
977.00	201.34
978.00	206.36
979.00	211.16
980.00	201.97
981.00	201.82
982.00	209.25
983.00	204.21
984.00	201.92
985.00	208.10
986.00	206.33
987.00	205.52
988.00	204.04
989.00	204.13
990.00	201.81
991.00	198.50
992.00	207.11
993.00	205.58
994.00	203.12
995.00	210.57
996.00	202.61
997.00	207.18
998.00	203.07
999.00	201.37
1000.00	206.27
>>>>>End Processed Spectral Data<<<<<
